Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
614.13,0.40624,103.86,19.955,0.068172,0.062309,0.084913,0.15197,0.1303,0.055664,0.5533204906984687
580.25,0.45221,106.54,19.957,0.067571,0.062333,0.085346,0.19578,0.12938,0.055552,0.5959605967589536
569.7,0.45861,106.28,19.957,0.06746,0.062358,0.085452,0.20563,0.12931,0.055521,0.6057346459011403
568.89,0.46423,106.48,19.958,0.067423,0.062343,0.085468,0.20823,0.12926,0.055522,0.608251401438325
567.85,0.46998,107.56,19.957,0.067323,0.062343,0.085537,0.23954,0.12906,0.055512,0.6393144415298976
617.81,0.41248,103.51,19.914,0.068163,0.062286,0.084874,0.2457,0.1302,0.05566,0.6468882886654114
573.39,0.46301,104.14,18.8,0.066456,0.063049,0.085887,0.25377,0.1252,0.054825,0.6491895595968737
565.7,0.47795,106.1,19.925,0.06734,0.062326,0.085497,0.25005,0.12913,0.055502,0.649842920548325
572.96,0.46843,106.6,19.957,0.067444,0.062308,0.085424,0.25123,0.12926,0.055538,0.6511981386980809
566.36,0.45294,106.26,19.984,0.067469,0.062377,0.085481,0.269,0.12941,0.055524,0.6692606775703132
