Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
720.84,0.35294,118.69,18.2,0.055916,0.20129,0.12872,0.069456,0.085079,0.061927,0.6023936358627318
721.79,0.35304,118.71,18.198,0.055918,0.20148,0.12871,0.06945,0.085079,0.061923,0.6025627401740528
709.5,0.35735,120.21,18.138,0.055899,0.20295,0.12877,0.069429,0.085125,0.061954,0.6041328552349678
716.94,0.35795,118.58,18.193,0.055911,0.2038,0.12879,0.069515,0.085029,0.061925,0.6049754133689594
715.17,0.3512,121.08,18.201,0.055905,0.20618,0.12871,0.06937,0.085165,0.061941,0.6072640820337034
710.48,0.36385,118.0,18.356,0.055895,0.20617,0.12903,0.069705,0.084901,0.061917,0.607614406866877
735.14,0.34886,119.7,19.771,0.055872,0.20772,0.12967,0.070202,0.084514,0.061758,0.6097369047344865
716.96,0.35855,120.14,19.5,0.055863,0.21268,0.12965,0.070151,0.084583,0.061819,0.6147425275472637
716.74,0.36047,119.06,19.502,0.05586,0.21264,0.12969,0.070228,0.084523,0.061817,0.614756173148401
717.47,0.36115,118.79,19.526,0.05586,0.21309,0.12971,0.070259,0.084496,0.061811,0.6152304750281952
