Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.021338,21.484,549.38,722.9,132.55,497.9,76.576,13.831,0.034368,0.44938,0.10218,0.14077,0.22462,0.072736,0.048254,0.10724,0.15652,1.3360784768381868
0.022139,21.456,549.51,722.91,136.17,497.85,76.135,13.83,0.03431,0.44998,0.10218,0.14086,0.22463,0.072422,0.048201,0.10721,0.15643,1.3362166326873552
0.021122,22.187,549.38,722.9,132.72,500.24,76.229,13.834,0.034299,0.45417,0.10216,0.14093,0.22456,0.072399,0.048258,0.10706,0.1566,1.3404281297898697
0.021567,21.922,560.35,722.9,132.54,498.16,76.484,13.582,0.034342,0.45913,0.10212,0.14095,0.22459,0.071992,0.047991,0.107,0.15684,1.3449537509764902
0.021199,21.567,550.51,722.86,129.89,509.0,75.6,14.216,0.034523,0.45762,0.10195,0.14083,0.22456,0.073427,0.048589,0.10723,0.15673,1.3454601986191193
0.024431,21.729,549.84,722.62,135.57,498.02,76.131,13.61,0.034205,0.46004,0.10222,0.14108,0.22459,0.072035,0.048252,0.10701,0.15674,1.3461724764213012
0.020834,22.13,559.38,722.9,132.52,498.03,75.98,13.83,0.034145,0.46046,0.10218,0.14095,0.22463,0.072148,0.04809,0.10695,0.15678,1.3463426250078485
0.020183,19.443,567.41,723.07,131.38,497.98,76.448,13.321,0.035247,0.46065,0.10171,0.14043,0.22465,0.072878,0.047789,0.10768,0.15687,1.3479144671348071
0.021002,21.472,559.58,717.66,134.13,486.14,75.706,13.625,0.033812,0.46582,0.10244,0.14097,0.22481,0.071793,0.047933,0.10696,0.15678,1.3513078185535532
0.02127,21.658,565.46,717.49,129.7,488.72,76.318,13.831,0.033664,0.46598,0.10246,0.14094,0.22484,0.072246,0.04806,0.10689,0.157,1.3520816551851427
