Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1423.5,0.30001,173.92,2.1984,0.36212,0.1851,0.10687,0.097799,0.077914,0.1725,0.23159,0.054044,0.033475,1.3214158557954847
1431.4,0.30426,172.74,2.1882,0.36696,0.18511,0.10688,0.097825,0.077998,0.17269,0.23166,0.054207,0.033214,1.3265416707648008
1422.4,0.30426,171.72,2.1843,0.37167,0.18516,0.10685,0.097857,0.078014,0.17279,0.23169,0.054285,0.033146,1.3314650854992625
1430.5,0.30629,171.28,2.1818,0.37176,0.18514,0.10687,0.097845,0.078044,0.17282,0.23171,0.054308,0.033059,1.331548541190877
1408.0,0.30445,176.06,2.1772,0.38023,0.18525,0.10675,0.098007,0.078032,0.17303,0.23171,0.054551,0.033099,1.3406576074194703
1424.2,0.30281,172.31,2.2312,0.38877,0.18481,0.10714,0.09752,0.077768,0.17157,0.2314,0.053235,0.034102,1.346308941491265
1427.3,0.29825,172.6,2.1982,0.39129,0.1851,0.10687,0.097781,0.077911,0.17251,0.2316,0.05403,0.033458,1.3505563557334326
1407.8,0.31188,172.34,2.1782,0.39232,0.18518,0.10685,0.09791,0.07807,0.17289,0.23172,0.054396,0.033019,1.3523628753357049
1424.5,0.30468,169.7,2.1877,0.39573,0.18513,0.10689,0.097796,0.078003,0.17268,0.23168,0.054163,0.033177,1.3552444041059004
1408.5,0.30161,176.01,2.1821,0.39504,0.18523,0.10676,0.097977,0.077991,0.17294,0.23168,0.054457,0.03321,1.3552860425013535
