Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1377.7,0.1895,121.99,6.7953,0.062188,0.12999,0.17294,0.092907,0.067784,0.054671,0.580470407641264
1407.6,0.1833,123.13,6.7502,0.062071,0.12996,0.17287,0.093068,0.067855,0.054695,0.5805193875602412
1423.0,0.1808,123.11,6.7484,0.062057,0.12995,0.1729,0.093091,0.06787,0.054698,0.5805587542390166
1424.0,0.18092,123.06,6.7629,0.062089,0.12994,0.17304,0.093049,0.067854,0.054699,0.5806691938522
1424.0,0.18096,123.11,6.7087,0.06197,0.12998,0.17294,0.093209,0.067909,0.054685,0.5806962022542346
1424.2,0.18097,123.1,6.7612,0.062086,0.12994,0.17315,0.093054,0.067856,0.054698,0.5807875323581649
1426.3,0.18069,123.06,6.7068,0.061965,0.12998,0.17311,0.093218,0.067911,0.054684,0.5808740542065518
1452.6,0.17755,122.72,6.7631,0.062074,0.12993,0.17353,0.093084,0.067879,0.054688,0.5811903488938819
1424.1,0.18155,122.91,6.7648,0.062096,0.12995,0.17382,0.093043,0.067853,0.05469,0.5814456193811727
1451.5,0.17789,122.78,6.7571,0.062062,0.12994,0.17402,0.093099,0.067882,0.054686,0.5816841567833131
