Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
610.63,0.51886,117.99,4.441,0.14023,0.10736,0.062165,0.25016,0.31091,0.1131,0.11208,0.035392,0.13972,1.2711260613440971
602.69,0.52293,117.6,4.4558,0.14012,0.10719,0.061871,0.25025,0.31428,0.11311,0.11229,0.035306,0.13969,1.2740960992445498
603.22,0.52462,117.77,4.5072,0.13971,0.10668,0.060957,0.25046,0.32098,0.1131,0.11259,0.035056,0.13946,1.278998777446843
614.81,0.49999,120.21,4.4838,0.13991,0.10708,0.061198,0.25024,0.32476,0.11308,0.11177,0.03526,0.13957,1.2828695525968106
615.44,0.4999,120.39,4.4199,0.14041,0.10773,0.062354,0.24997,0.3321,0.11309,0.11118,0.035589,0.13985,1.2922711949963843
628.09,0.48758,121.4,4.5388,0.13946,0.10663,0.060191,0.25038,0.33703,0.11305,0.11173,0.035026,0.13932,1.2928289675126496
633.86,0.49198,120.13,4.4394,0.14025,0.10756,0.062097,0.25001,0.33513,0.11308,0.11124,0.03546,0.1397,1.294528646002961
620.25,0.50131,120.22,4.3895,0.14064,0.10804,0.062966,0.24984,0.34189,0.11309,0.11119,0.035746,0.13995,1.3033533105088912
612.58,0.51425,120.24,4.4511,0.14014,0.10734,0.061865,0.25014,0.34509,0.11308,0.11192,0.035429,0.13967,1.3046702750685513
628.37,0.48265,121.5,4.5244,0.13959,0.1068,0.060405,0.25031,0.35099,0.11305,0.1115,0.035099,0.13939,1.3071402859417458
