Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
699.16,0.36067,123.06,20.0,0.055805,0.20758,0.13009,0.070109,0.084685,0.062249,0.610518202860252
699.2,0.36114,123.09,19.998,0.055805,0.20774,0.13009,0.070111,0.084683,0.062246,0.6106754389081205
698.81,0.36054,123.18,20.0,0.055805,0.20787,0.13008,0.070096,0.084693,0.062249,0.6107973211806411
699.07,0.36054,123.2,20.0,0.055806,0.2079,0.13008,0.070096,0.084692,0.062248,0.6108231181210843
699.2,0.35986,123.15,20.0,0.055805,0.20794,0.13008,0.070095,0.084694,0.062252,0.610866375993464
698.84,0.36054,123.22,20.0,0.055806,0.20797,0.13008,0.070093,0.084695,0.062248,0.6108923119771834
698.64,0.36076,123.21,20.0,0.055805,0.20798,0.13008,0.070094,0.084694,0.062247,0.6109054334521151
700.5,0.36067,123.0,19.938,0.055806,0.20806,0.13009,0.070117,0.084684,0.062255,0.611010291681122
702.24,0.36201,122.5,19.906,0.055806,0.20809,0.13013,0.070179,0.084648,0.062254,0.6111064787465182
700.28,0.36145,123.05,19.999,0.055806,0.20825,0.13011,0.070127,0.084672,0.062242,0.6112068758902818
