Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
3469.7,0.0097947,438.85,2.3517,0.11993,0.11983,0.25984,0.15231,0.1601,1.1292,1.7327,0.17408,0.27456,4.122541015518915
3500.6,0.010879,433.74,2.4113,0.11978,0.11978,0.25993,0.15156,0.15932,1.1382,1.8732,0.17354,0.24297,4.238242871965134
3352.5,0.016023,426.6,2.2965,0.12,0.12019,0.25905,0.15284,0.16174,0.88894,2.2591,0.17315,0.15322,4.288220608444148
3447.7,0.0085449,445.66,2.4916,0.11972,0.11953,0.26067,0.15092,0.15802,1.3383,1.64,0.17396,0.33928,4.300352518433781
3172.2,0.0078925,430.48,2.6194,0.1196,0.11939,0.26153,0.14988,0.15666,1.5969,1.3632,0.174,0.40986,4.35105795063211
3172.9,0.0078906,430.16,2.626,0.11959,0.11938,0.26155,0.14981,0.15658,1.6062,1.3568,0.17398,0.41045,4.354333900124843
3994.2,0.0082813,492.12,2.0273,0.1207,0.12017,0.25835,0.15596,0.16448,0.87354,2.3416,0.17566,0.28944,4.499935812957239
3153.4,0.011575,495.37,2.3282,0.12009,0.11963,0.26009,0.15293,0.16112,1.0473,2.2322,0.17408,0.24503,4.512491586159481
7.3463,10.314,438.87,3.329,0.11722,0.11442,0.25482,0.14229,0.15275,0.25995,3.1711,0.17517,0.1424,4.530144280413122
3378.9,0.0069925,486.79,2.4271,0.11993,0.11927,0.26084,0.15186,0.15879,1.4245,1.6823,0.17478,0.4408,4.533100396561053
