Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
169.39,10.773,45.225,1.1051,0.0359,0.2227,0.12868,0.14613,0.13318,0.15069,0.37808,0.24144,0.056856,1.4936529106435916
185.98,11.267,45.178,1.0125,0.038307,0.23653,0.12921,0.14836,0.13611,0.15196,0.3701,0.24041,0.061533,1.5125224750758084
188.48,11.264,41.544,1.0125,0.039412,0.24144,0.13027,0.14895,0.13694,0.15341,0.37132,0.24049,0.063444,1.5256732213289657
167.41,11.216,44.933,1.1184,0.035847,0.22198,0.12874,0.14579,0.13235,0.15153,0.43738,0.24177,0.05615,1.5515345390630715
168.31,11.181,45.373,1.0125,0.037461,0.2305,0.12906,0.14743,0.135,0.15155,0.42109,0.24072,0.059302,1.55212261695898
184.56,10.584,44.75,1.0174,0.03854,0.23539,0.12924,0.14838,0.13667,0.15174,0.41075,0.24021,0.061828,1.552766118729908
199.22,11.127,40.615,1.058,0.039697,0.24182,0.13039,0.14894,0.13677,0.15355,0.41295,0.2407,0.063867,1.5686894934056257
184.38,11.294,45.281,1.0394,0.037669,0.23362,0.12907,0.14783,0.13526,0.15166,0.43308,0.24071,0.060408,1.5693052666577612
196.8,10.919,40.652,1.0995,0.03877,0.23712,0.13019,0.1482,0.13577,0.15302,0.43269,0.24105,0.062329,1.5791382162179435
193.68,11.481,43.321,1.0134,0.039127,0.24128,0.12978,0.14892,0.13669,0.15291,0.43177,0.24043,0.063103,1.584010037302634
