Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1817.6,0.12759,127.16,6.471,0.061147,0.13001,0.13744,0.094712,0.068089,0.054714,0.5461111170780109
1448.1,0.17423,124.58,6.4305,0.061299,0.13031,0.14354,0.094136,0.068016,0.054703,0.5519989363144062
1451.0,0.17402,124.72,6.4326,0.061301,0.1303,0.1437,0.094133,0.068014,0.054703,0.5521530761545472
1651.8,0.14776,124.58,6.2844,0.060834,0.13049,0.14508,0.09505,0.068153,0.05468,0.5542837207531535
1468.7,0.16957,124.8,6.6621,0.061858,0.12991,0.14737,0.093392,0.067878,0.054729,0.5551432555178882
1447.8,0.17322,124.67,6.4942,0.061456,0.13019,0.14693,0.093916,0.06798,0.054716,0.5551921786189292
1439.1,0.1754,124.24,6.3459,0.061092,0.13046,0.14829,0.094427,0.068073,0.054693,0.5570299860453738
1444.8,0.17422,125.45,6.4519,0.061345,0.13025,0.14914,0.094049,0.068017,0.054716,0.5575152383463655
1463.9,0.17053,124.53,6.6916,0.061938,0.12989,0.14999,0.093285,0.067856,0.05473,0.5576876167504803
1439.7,0.17547,124.69,6.5519,0.061612,0.13013,0.14964,0.093692,0.067937,0.054724,0.5577410920454803
