Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1453.8,0.17551,124.1,5.7075,0.059473,0.13164,0.15769,0.096987,0.068655,0.054693,0.5691337725870976
1450.5,0.17624,124.0,5.6847,0.059394,0.1317,0.15772,0.097115,0.068668,0.054696,0.5692846490402134
1452.3,0.17562,124.04,5.6887,0.059408,0.13168,0.15776,0.097093,0.068669,0.054697,0.569305937923238
1450.5,0.17544,124.22,5.7888,0.059723,0.13146,0.1593,0.096562,0.068625,0.054683,0.5703541412653653
1447.6,0.17715,123.18,5.7488,0.059616,0.13161,0.1597,0.096745,0.068626,0.054676,0.5709678614966682
1450.5,0.17666,123.64,5.7848,0.059718,0.13151,0.16049,0.096575,0.06861,0.054672,0.5715782710749495
1449.9,0.17684,124.21,5.6749,0.059356,0.13172,0.16005,0.097177,0.068669,0.054695,0.5716610728316074
1436.4,0.17821,123.12,5.671,0.059356,0.13177,0.16017,0.097165,0.068683,0.054698,0.571844707157662
1450.5,0.17631,124.18,5.8247,0.059824,0.13141,0.16124,0.096399,0.068596,0.054673,0.572134923111816
1448.2,0.17689,122.87,5.8232,0.059843,0.13146,0.16133,0.096369,0.068592,0.054663,0.5722553125150307
