Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.26041,727.8,498.31,764.11,176.99,384.31,60.504,9.4303,0.040254,0.44324,0.48077,0.13878,0.21944,0.054492,0.043896,0.097804,0.14886,1.6675309064614392
0.16787,733.0,498.18,758.79,170.72,377.45,60.152,9.5763,0.040144,0.41406,0.60174,0.13918,0.21963,0.054477,0.044344,0.09763,0.14961,1.7608222589834117
0.169,821.62,498.72,765.91,177.66,466.38,63.328,11.185,0.040896,0.78651,0.27565,0.13804,0.21876,0.056633,0.045819,0.096396,0.15371,1.8124134887134165
0.1938,764.22,476.19,820.98,243.21,405.23,65.016,11.172,0.041263,0.42488,0.66364,0.13675,0.21885,0.05472,0.042795,0.097827,0.14855,1.8292778293984877
0.19603,739.9,490.19,760.8,242.2,400.7,66.167,11.177,0.041036,0.45965,0.67724,0.13683,0.21934,0.054336,0.042523,0.098122,0.14856,1.8776365383751639
0.14203,653.86,363.91,759.58,189.81,528.17,66.481,11.381,0.039545,1.0166,0.15674,0.13763,0.21643,0.059716,0.047122,0.096983,0.15005,1.920770482076748
172.44,34.103,180.49,760.46,174.97,30.683,4.1667,7.5268,0.031249,0.80104,0.40949,0.1124,0.23104,0.070164,0.032452,0.11252,0.13277,1.9331246667337179
0.50969,737.0,499.73,688.29,170.77,377.46,59.841,9.4828,0.040234,0.62093,0.57891,0.13934,0.21978,0.054909,0.04434,0.097661,0.14918,1.9452790880215234
0.18453,645.17,568.25,753.12,169.88,332.52,69.055,11.627,0.041775,0.56237,0.65498,0.13752,0.22164,0.053978,0.042269,0.098122,0.15063,1.9632862854964905
1.5415,716.55,586.72,758.89,170.52,353.06,62.288,11.672,0.041913,0.5419,0.70744,0.13826,0.22114,0.055632,0.044302,0.09747,0.1517,1.9997633415684386
