Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1262.3,0.32742,166.27,2.6947,0.012544,0.012543911221863166
1262.3,0.32742,166.27,2.6947,0.012544,0.01254391124005747
1262.3,0.32742,166.27,2.6947,0.012544,0.01254391125067468
1262.3,0.32742,166.27,2.6947,0.012544,0.012543911255163867
1262.3,0.32742,166.27,2.6947,0.012544,0.012543911258761645
1262.3,0.32742,166.27,2.6947,0.012544,0.012543911263948522
1262.3,0.32742,166.27,2.6947,0.012544,0.012543911267303089
1262.3,0.32742,166.27,2.6947,0.012544,0.012543911267615955
1262.3,0.32742,166.27,2.6947,0.012544,0.012543911288109036
1262.3,0.32742,166.27,2.6947,0.012544,0.012543911288512651
