10.0, 12.592522
20.0, 2.284503
30.0, 1.551311
40.0, 1.169107
50.0, 0.951733
60.0, 0.917801
70.0, 0.866186
80.0, 0.843116
90.0, 0.822761
100.0, 0.817703
110.0, 0.80148
120.0, 0.794993
130.0, 0.79344
140.0, 0.76237
150.0, 0.76141
160.0, 0.740465
170.0, 0.733941
180.0, 0.722044
190.0, 0.714704
200.0, 0.714704
210.0, 0.708936
220.0, 0.692865
230.0, 0.687599
240.0, 0.680756
250.0, 0.680756
260.0, 0.658993
270.0, 0.645156
280.0, 0.643494
290.0, 0.633178
300.0, 0.62795
310.0, 0.620175
320.0, 0.600192
330.0, 0.588006
340.0, 0.588006
350.0, 0.588006
360.0, 0.588006
370.0, 0.588006
380.0, 0.584214
390.0, 0.580419
400.0, 0.580419
410.0, 0.579729
420.0, 0.5716
430.0, 0.5716
440.0, 0.563294
450.0, 0.563294
460.0, 0.563294
470.0, 0.557658
480.0, 0.557658
490.0, 0.556813
500.0, 0.556813
510.0, 0.552686
520.0, 0.54985
530.0, 0.54985
540.0, 0.54985
550.0, 0.548066
560.0, 0.547608
570.0, 0.546009
580.0, 0.546009
590.0, 0.546009
600.0, 0.546009
610.0, 0.543895
620.0, 0.543895
630.0, 0.543895
640.0, 0.531804
650.0, 0.531553
660.0, 0.519121
670.0, 0.516669
680.0, 0.515454
690.0, 0.512061
700.0, 0.512061
710.0, 0.512061
720.0, 0.512061
730.0, 0.510417
740.0, 0.510083
750.0, 0.506787
760.0, 0.505453
770.0, 0.504704
780.0, 0.490725
790.0, 0.490725
800.0, 0.490725
810.0, 0.490725
820.0, 0.490725
830.0, 0.490725
840.0, 0.490725
850.0, 0.490725
860.0, 0.490725
870.0, 0.481316
880.0, 0.480881
890.0, 0.480881
900.0, 0.464171
910.0, 0.454022
920.0, 0.453833
930.0, 0.449844
940.0, 0.448841
950.0, 0.445318
960.0, 0.444942
970.0, 0.443593
980.0, 0.441279
990.0, 0.441279
1000.0, 0.440269
1010.0, 0.438155
1020.0, 0.434044
1030.0, 0.434044
1040.0, 0.434044
1050.0, 0.434044
1060.0, 0.434044
1070.0, 0.431912
1080.0, 0.43184
1090.0, 0.43184
1100.0, 0.430691
1110.0, 0.430691
1120.0, 0.429763
1130.0, 0.429763
