Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1261.8,0.44375,187.95,1.7038,0.1241,0.11867,0.25496,0.16581,0.1842,0.23761,0.61759,0.1824,0.1037,1.9890393488672138
1262.7,0.44495,187.33,1.704,0.1241,0.11867,0.25496,0.16579,0.18419,0.24769,0.62203,0.18241,0.10374,2.0035574152718123
1231.3,0.44289,187.87,1.696,0.12413,0.11877,0.25507,0.16607,0.18439,0.265,0.63993,0.18254,0.10355,2.0394421271250485
1250.3,0.44361,187.77,1.6995,0.12413,0.11872,0.255,0.16594,0.18431,0.31295,0.60949,0.18249,0.10363,2.056647013102587
1253.7,0.45147,189.26,1.7008,0.12413,0.11869,0.25493,0.16589,0.18428,0.3222,0.65706,0.18247,0.10378,2.113429818513019
1273.2,0.43581,182.39,1.859,0.12274,0.11717,0.2554,0.16189,0.1794,0.2265,0.77641,0.17932,0.10782,2.126650778017342
1254.1,0.45787,192.31,1.5888,0.12525,0.12038,0.25474,0.16874,0.18715,0.21794,0.76497,0.18504,0.10426,2.1284800128866825
1244.9,0.46409,189.74,1.5842,0.12529,0.12048,0.25477,0.16884,0.18723,0.21431,0.76928,0.18516,0.10429,2.129662661736899
1263.7,0.45723,189.43,1.5855,0.12528,0.12046,0.25474,0.16877,0.18721,0.21268,0.77388,0.18514,0.10418,2.132338788980407
1245.0,0.46283,188.93,1.5848,0.12528,0.12047,0.25479,0.16882,0.18721,0.21485,0.77237,0.18515,0.1042,2.133148182729518
