evals,errors
1000,0.12575205859393593
2000,0.12261903283844963
3000,0.11773959294051621
4000,0.11415449995553173
5000,0.10100581636726205
6000,0.09668704227226815
7000,0.09607320186745996
8000,0.09590923395601349
9000,0.09589731434354835
10000,0.09471548862969112
11000,0.09470509127560028
12000,0.09470483406878433
13000,0.08943002702432323
14000,0.0891718940343192
15000,0.08767442311841457
16000,0.08691611212925925
17000,0.08687792295446108
18000,0.08608433301610385
19000,0.08570906183461725
20000,0.08569671248831921
21000,0.08569657904279444
22000,0.08569657688302344
23000,0.08569657668735707
24000,0.08569657668076011
25000,0.08569657668032188
26000,0.08435828164907966
27000,0.08435402485825952
28000,0.0843540240719262
29000,0.08270862373967072
30000,0.08245985831490209
31000,0.08236769407923884
32000,0.08236737721441106
33000,0.08236737476750608
34000,0.08236737464743646
35000,0.08236737464631856
36000,0.08227208081065521
37000,0.08019229348066095
38000,0.06872032458739902
39000,0.06859216367779947
40000,0.06859020715489901
41000,0.0685901793314523
42000,0.06859017880891659
43000,0.06859017880044635
44000,0.06859017880015376
45000,0.06641135749114077
46000,0.06618674264634762
47000,0.06618464012190907
48000,0.06618455712557428
49000,0.05464278306911473
50000,0.02650971682713459
