Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1997.9,0.13142,123.48,6.1456,0.059793,0.1328,0.055684,0.21113,0.067755,0.096704,0.623867217918214
1975.1,0.13443,123.6,6.0385,0.059633,0.13286,0.055592,0.21832,0.067936,0.096877,0.6312187929733539
1967.8,0.13122,123.35,6.1952,0.060184,0.1323,0.055434,0.22465,0.067859,0.095983,0.6364084816417611
1992.1,0.13003,125.01,6.2003,0.059942,0.13252,0.055631,0.22644,0.06776,0.096446,0.6387399251009827
1983.8,0.13098,123.26,6.1477,0.059912,0.13259,0.055563,0.22833,0.067832,0.096463,0.6406928985783773
1996.7,0.13401,122.84,6.214,0.060069,0.1328,0.055686,0.23493,0.067628,0.096269,0.6473858163943557
1899.3,0.13207,123.89,6.5835,0.06204,0.13063,0.054845,0.23966,0.067888,0.093049,0.6481139414353241
1892.0,0.13214,124.36,6.563,0.062005,0.13055,0.054804,0.2406,0.06795,0.093064,0.6489754751762554
1899.5,0.13014,125.7,6.54,0.061753,0.13051,0.05484,0.24271,0.067976,0.093409,0.6511956956723197
1843.2,0.13372,123.79,6.5835,0.062579,0.1299,0.05448,0.24624,0.068202,0.092143,0.6535492580813465
