evals,errors
1000,4.765922788064101
2000,4.745821237604761
3000,4.680324116685016
4000,4.680324116685016
5000,4.680324116685016
6000,2.2794731646516704
7000,2.218044126886012
8000,2.021100114048749
9000,1.9289850556443617
10000,1.9289850556443617
11000,1.9289850556443617
12000,1.8442869893490155
13000,1.8442869893490155
14000,1.8442869893490155
15000,1.8442869893490155
16000,1.8442869893490155
17000,1.8442869893490155
18000,1.8442869893490155
19000,1.8442869893490155
20000,1.8442869893490155
21000,1.8442869893490155
22000,1.8442869893490155
23000,1.8442869893490155
24000,1.8442869893490155
25000,1.8442869893490155
26000,1.8442869893490155
27000,1.8442869893490155
28000,1.8442869893490155
29000,1.8442869893490155
30000,1.8442869893490155
31000,1.8442869893490155
32000,1.8442869893490155
33000,1.8442869893490155
34000,1.8442869893490155
35000,1.8442869893490155
36000,1.8350551285770724
37000,1.8350551285770724
38000,1.8350551285770724
39000,1.8350551285770724
40000,1.8350551285770724
41000,1.8350551285770724
42000,1.8350551285770724
43000,1.8350551285770724
44000,1.8350551285770724
45000,1.8350551285770724
46000,1.8350551285770724
47000,1.8350551285770724
48000,1.8350551285770724
49000,1.8350551285770724
50000,1.8350551285770724
