Param (lh_0),Param (lh_1),Param (tau_0),Param (n),Param (gamma_0),Error (g63),Error (g237),Error (g303),Error (g59),Error (curve),Error (g86),Reduced Error
208.53,496.72,45.485,15.634,5.4938e-07,0.27879,0.04679,0.030916,0.029588,0.40597,0.02419,0.13604152677602147
205.06,494.12,45.069,14.808,6.8147e-07,0.27878,0.046804,0.030854,0.029761,0.41304,0.023953,0.13719947174250557
202.46,492.81,45.325,14.819,6.8907e-07,0.27854,0.046853,0.030827,0.02978,0.41445,0.023955,0.13740156520506877
197.3,495.2,45.384,14.814,6.6675e-07,0.27826,0.047031,0.030758,0.029849,0.41519,0.024004,0.13751512163159887
204.33,497.88,45.522,14.831,7.6675e-07,0.2786,0.046773,0.030861,0.029753,0.41674,0.02392,0.13777549241221412
207.01,501.27,45.549,14.814,8.5034e-07,0.27877,0.046668,0.030907,0.029723,0.41888,0.023876,0.13813604819774908
202.84,526.23,45.124,14.811,6.3567e-07,0.27893,0.04717,0.030761,0.029867,0.42032,0.024107,0.1385261775775943
208.98,499.7,45.482,14.818,8.5357e-07,0.27889,0.046599,0.030934,0.029698,0.4212,0.023858,0.13852848989544872
206.12,479.66,46.432,15.61,6.5606e-07,0.27818,0.04658,0.030941,0.029546,0.42388,0.024028,0.13885906598586018
203.24,497.98,45.324,14.742,8.4181e-07,0.2786,0.046761,0.030864,0.029776,0.42434,0.023885,0.13903740705230586
