Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1468.2,0.26895,173.26,2.4353,0.014195,0.014195317050253032
1468.2,0.26895,173.26,2.4353,0.014195,0.014195317050253118
1468.2,0.26895,173.26,2.4353,0.014195,0.014195317050253129
1468.2,0.26895,173.26,2.4353,0.014195,0.014195317050253184
1468.2,0.26895,173.26,2.4353,0.014195,0.014195317050253202
1468.2,0.26895,173.26,2.4353,0.014195,0.01419531705025323
1468.2,0.26895,173.26,2.4353,0.014195,0.014195317050253231
1468.2,0.26895,173.26,2.4353,0.014195,0.014195317050253231
1468.2,0.26895,173.26,2.4353,0.014195,0.01419531705025325
1468.2,0.26895,173.26,2.4353,0.014195,0.014195317050253268
