Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
213.42,0.095771,103.28,18.683,0.059571,0.097307,0.10716,0.70465,0.064998,0.053215,1.086897051615642
214.4,0.094208,103.17,18.487,0.05955,0.097143,0.10785,0.70586,0.06471,0.053293,1.0884052591705338
209.53,0.10073,103.34,19.207,0.059676,0.097703,0.10512,0.73012,0.066213,0.053017,1.111849457334588
226.0,0.094017,104.45,18.624,0.05946,0.097499,0.10874,0.73298,0.064131,0.053547,1.1163534496591554
222.01,0.097222,105.59,19.319,0.05951,0.098192,0.10671,0.73654,0.064895,0.053347,1.1191953019183902
232.42,0.09042,106.69,18.813,0.059329,0.098056,0.10974,0.73631,0.063512,0.053846,1.1207925293980496
215.22,0.09269,105.67,18.969,0.05945,0.097905,0.10742,0.74456,0.064673,0.053362,1.1273761742382673
224.88,0.10134,107.36,19.505,0.059554,0.098231,0.10607,0.75173,0.065234,0.053275,1.1340924288385108
216.06,0.089127,127.6,19.483,0.059155,0.09872,0.10788,0.75109,0.064067,0.053503,1.1344117171114936
223.68,0.096218,108.31,19.544,0.059464,0.098553,0.10674,0.75985,0.064734,0.053415,1.1427545653574753
