Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g303),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1971.4,0.1792,106.95,4.8309,0.1106,0.055136,0.1322,0.07013,1.2308,0.057204,1.6560417117457975
1930.8,0.18231,106.46,4.9698,0.11011,0.055199,0.13165,0.069914,1.2341,0.05713,1.6581109027369607
1968.6,0.18231,106.46,4.9698,0.11019,0.055203,0.1317,0.069878,1.2347,0.057174,1.6588410119895625
1971.5,0.1823,106.77,4.8171,0.11067,0.055139,0.13226,0.070142,1.2335,0.057234,1.6588960378116735
1924.6,0.18305,106.72,4.9751,0.11004,0.055199,0.13164,0.069895,1.2357,0.057122,1.6595613969503116
1891.3,0.19198,106.7,4.8872,0.11027,0.055176,0.13195,0.070026,1.2409,0.057178,1.665544902464271
1892.4,0.19429,106.02,4.9313,0.11022,0.055205,0.13177,0.06996,1.2413,0.057185,1.6655939284691001
1934.0,0.1722,108.93,4.8459,0.11019,0.055099,0.13216,0.070103,1.2434,0.057073,1.667996464619063
1890.9,0.19195,106.45,4.8216,0.11054,0.055153,0.13217,0.070158,1.2446,0.057209,1.669815152793632
1905.2,0.19508,106.77,4.8416,0.11045,0.055164,0.13214,0.070072,1.2475,0.057233,1.6725596407660777
