Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1951.9,0.13133,125.95,5.8123,0.059716,0.13069,0.054651,0.10769,0.06887,0.096352,0.5179690815293306
1951.2,0.13178,125.94,5.8127,0.059735,0.13071,0.05465,0.10923,0.068861,0.096325,0.5195103701231978
1956.4,0.13093,126.15,5.8129,0.059676,0.1307,0.054668,0.11097,0.068871,0.096417,0.5213018531548698
1944.4,0.13134,125.59,5.9364,0.060263,0.13041,0.054569,0.11327,0.068723,0.095503,0.5227354548386489
1943.3,0.13131,125.35,5.9434,0.060307,0.1304,0.054559,0.11493,0.068713,0.09544,0.524349571747944
1965.2,0.13068,125.57,5.9319,0.060103,0.13059,0.05465,0.11464,0.068681,0.09578,0.5244392990173546
1943.2,0.13131,125.34,5.9436,0.060309,0.1304,0.054558,0.11505,0.068712,0.095437,0.5244676145159085
1946.6,0.13128,125.31,5.9439,0.06029,0.13043,0.054571,0.11526,0.068701,0.095472,0.5247284658813054
1924.1,0.13111,125.59,5.9346,0.060369,0.1302,0.054487,0.1164,0.068797,0.0953,0.5255465526520874
1956.6,0.13062,125.97,5.9472,0.060185,0.13046,0.054616,0.11758,0.068698,0.095632,0.5271725726834234
