Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1431.5,0.17809,124.69,6.6018,0.061689,0.12975,0.16677,0.093596,0.067995,0.054577,0.5743775165024628
1431.4,0.17811,124.79,6.6073,0.061701,0.12974,0.16684,0.093581,0.067989,0.054579,0.5744266505267467
1431.7,0.17809,124.79,6.6059,0.061697,0.12974,0.16687,0.093586,0.06799,0.054578,0.574457060604225
1431.7,0.17812,124.81,6.6261,0.061743,0.12971,0.1671,0.093526,0.067969,0.054586,0.5746360460957503
1443.0,0.17578,125.2,6.6156,0.061701,0.12969,0.16723,0.093578,0.067997,0.054584,0.5747885656835058
1432.3,0.17839,124.27,6.6018,0.061694,0.12976,0.1674,0.093592,0.067993,0.054573,0.5750140195408683
1434.0,0.17793,124.9,6.5938,0.061667,0.12975,0.16764,0.093626,0.068002,0.054573,0.5752522293972988
1437.5,0.17674,125.24,6.7125,0.061923,0.12956,0.16862,0.093301,0.06789,0.054617,0.5759166631103914
1435.1,0.1762,125.64,6.7151,0.061922,0.12953,0.16869,0.093298,0.067894,0.054625,0.5759642061753238
1429.0,0.17851,125.19,6.5682,0.061609,0.12977,0.16844,0.093698,0.068022,0.054568,0.576107488851618
