iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,777.38,27.64,15.082,1.4116,0.38848415544853226,0.14187346786188745,0.43364388285614935
2,179.62,514.0,54.752,1.3876,0.3398898465120255,0.14533028953154664,0.3861499144318694
3,282.67,533.47,74.562,2.0002,0.07207757699596958,0.1317840057530847,0.11402572886807798
4,113.68,624.11,38.565,19.972,0.3202220506117764,0.10548920900998685,0.3538003087253634
5,163.31,575.2,61.71,12.043,0.046363924470563575,0.10236996645509475,0.07894929684152326
6,76.454,190.93,63.836,14.728,0.30046326944176704,0.20936113207375132,0.36710498756347243
7,178.21,592.44,62.189,10.784,0.01805646938002967,0.10189213723931462,0.05048974398769908
8,169.9,580.96,63.889,11.97,0.026086470031266858,0.10205461610533009,0.05857146326828493
9,176.53,494.1,61.555,11.889,0.032255271223582904,0.10134394251345533,0.06451405003045749
10,181.11,587.69,62.764,10.85,0.015077252779722237,0.10176559680611791,0.047470248316503164
11,178.99,529.16,63.706,11.074,0.016546808271445383,0.10152665262572871,0.048863745513362346
