iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,364.1468366994024,892.2630642159467,431.99510818077533,4.529330256689139,2.4904619198340585,0.09599030823420059,2.521016583922834
2,504.24442746969464,243.28313509578632,196.44641026466795,2.1709002311137877,0.7001060250113802,0.1063286648690287,0.7339514902239151
3,796.4428457194679,456.90342329640714,316.1057180084108,18.03333746741795,2.4898729636204857,0.1651231998580675,2.5424333105736103
4,707.6458405144272,531.1452332902425,453.20519324422713,13.565757276303424,3.312119965319681,0.17955328948589583,3.369273552459862
5,114.14197115215683,868.7168886576552,250.3692338371654,9.337362585916063,1.1034253020663454,0.09498539772977938,1.1336600932068335
6,434.4036810613725,28.75100818531562,43.233758920177145,16.92896962726614,0.12583223703951305,0.09705837132288171,0.15672687616848363
7,185.59891607985782,321.6048092696617,102.3563604221488,6.845621018187122,0.09392761847245545,0.09301749186396677,0.12353600572077639
8,916.1935919400411,741.4379314002507,168.61449066328422,12.626695800269054,1.619454164469269,0.09285136957911519,1.6490096733520063
9,264.95,48.276,71.901,10.802,0.10867763232098782,0.09233806667783798,0.13806975181564168
10,312.57,74.735,75.012,11.771,0.01459417947878782,0.09282357985112749,0.04414084261637222
11,302.1,48.538,76.921,13.053,0.019149213674688734,0.0933502280477584,0.04886351413980161
12,311.79,88.251,74.716,12.302,0.013516896814073804,0.09291855579767458,0.0430937917343938
13,305.25,41.48,76.298,15.126,0.014939648189874971,0.09400456706743159,0.04486223123386564
14,288.37,16.872,77.865,16.954,0.030139120586704225,0.09462129818653389,0.06025801524302235
15,316.82,87.417,74.688,12.298,0.013591452688017541,0.09295469017578184,0.04317984953812019
16,330.24,47.127,76.257,10.872,0.02075619409310714,0.09284319600667795,0.050309101246932164
17,438.63,4.026,63.818,9.07,0.09351500402017175,0.09381263720639718,0.12337649389194129
18,328.5,40.441,74.431,9.9033,0.01320106665994408,0.09268061470217154,0.04270222257723606
19,910.35,0.089134,43.699,1.4053,0.19431477255431276,0.11803819163171318,0.23188749589794386
20,314.29,83.022,74.901,14.419,0.014472318168650468,0.09359450089692649,0.04426437309657984
21,331.86,40.454,74.808,9.7587,0.014260213903098173,0.0926619938255169,0.043755442611261575
22,317.66,102.76,74.238,11.631,0.013757169939662006,0.0927327211552168,0.043274911856092266
23,329.04,2.1553,72.499,15.487,0.015876362713913593,0.0946684351085226,0.046010261518505
24,328.4,38.271,74.839,10.418,0.013394791925777593,0.09282029033264319,0.04294040797710766
25,315.68,94.495,75.229,11.936,0.013091209357524421,0.09280467072353521,0.04263185353285708
