Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1999.7,0.1149,122.2,19.61,0.12979,0.20351,0.055716,0.084329,0.07105,0.062296,0.6066906197684022
1996.9,0.1149,122.2,19.61,0.12975,0.20418,0.05571,0.084334,0.07104,0.062297,0.6073171800043741
1996.8,0.11551,122.82,19.766,0.12971,0.20435,0.055736,0.084393,0.070944,0.062286,0.6074103771688418
1987.9,0.11573,122.19,19.609,0.12969,0.20508,0.05569,0.084313,0.071048,0.062301,0.6081222859790951
1996.9,0.11477,122.45,19.547,0.12967,0.20525,0.055695,0.084349,0.071018,0.062291,0.6082770303027951
1998.0,0.1167,122.98,19.93,0.12981,0.20559,0.055771,0.084387,0.070937,0.062282,0.6087775958681123
1995.2,0.11354,122.09,19.4,0.1296,0.21002,0.055664,0.084356,0.07103,0.062299,0.6129731667713607
1996.8,0.11413,123.29,19.611,0.12947,0.21087,0.0557,0.084464,0.07086,0.062277,0.613640954615623
1997.4,0.11451,120.31,19.272,0.12996,0.21107,0.055655,0.084183,0.071289,0.06232,0.6144694806243567
1987.9,0.11409,123.05,19.576,0.1294,0.21219,0.055674,0.084454,0.070868,0.062286,0.6148633075454432
