iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.3009408741524987,0.08867715969921657,0.32916769076345814
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.046561444272481135,0.08411247598059145,0.07333527692850003
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.17307197799749557,0.07799224084030382,0.19789767930259147
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.1638626263492895,0.07383755370534882,0.1873658496653286
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.19315337025173213,0.07232733460405727,0.21617587589752654
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.021310031759072968,0.07300900982558951,0.04454952136704762
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.038172096089076055,0.07299752665932852,0.06140793049170514
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.0328123947853595,0.0732076512585457,0.05611511392524982
9,494.02,0.50636,99.313,12.387,4.517e-06,0.01870375326467854,0.07324378312260096,0.0420179735341039
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.017382113390720617,0.07313573273686147,0.040661940154159124
11,455.66,0.58146,102.25,13.326,8.357e-06,0.02133254415559888,0.0731852961375224,0.04462814743946065
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.01631001160972448,0.07319479066517946,0.03960863709560414
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.02106625388402526,0.07317445273214558,0.044358405604755693
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.06138785058932548,0.07319515286818343,0.0846865913680021
15,472.28,0.50064,97.9,11.869,3.8087e-06,0.016114695131726208,0.07318371976009591,0.03940979663906877
