Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1200.2,0.22207,125.34,5.4835,0.044407,0.097115,0.11431,0.13602,0.098175,0.13331,0.31529,0.25519,0.030517,1.224339140628875
1202.4,0.22156,125.67,5.4377,0.045072,0.10827,0.11428,0.13616,0.098489,0.13339,0.31193,0.25501,0.030652,1.233248922444029
1184.3,0.22518,125.81,5.44,0.044929,0.10623,0.11428,0.13609,0.098438,0.13343,0.31498,0.25503,0.030647,1.2340532122276628
1184.1,0.22509,125.87,5.4413,0.0449,0.10594,0.11428,0.1361,0.098432,0.13342,0.31564,0.25503,0.030647,1.2343947013821928
1183.9,0.22503,125.89,5.4449,0.044841,0.10512,0.11428,0.13609,0.098409,0.13342,0.31811,0.25504,0.030638,1.2359582970375724
1175.4,0.22772,124.52,5.4663,0.04451,0.096964,0.11436,0.13585,0.098159,0.13343,0.32772,0.25519,0.030483,1.236668416532719
1183.0,0.22679,125.89,5.4428,0.044944,0.10596,0.11427,0.13607,0.098439,0.13343,0.31803,0.25502,0.030659,1.236815335736216
1173.2,0.22638,126.29,5.4683,0.044382,0.096904,0.11429,0.13604,0.098264,0.1334,0.32828,0.25513,0.030601,1.2372859087863963
1172.9,0.22761,124.5,5.4635,0.04451,0.096961,0.11436,0.13586,0.098165,0.13344,0.32915,0.25519,0.030482,1.2381142905178764
1173.8,0.22684,125.14,5.4183,0.045192,0.10807,0.11431,0.13604,0.09851,0.13352,0.31764,0.25498,0.030647,1.238892813236023
