Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
0.00055495,0.00038001,308.94,1.9887,0.19232,0.090738,0.1623,0.1169,0.13839,0.38242,1.2976,0.12946,0.25106,2.761183298875706
317.61,2.4109,82.347,11.679,0.15493,0.11599,0.1193,0.056104,0.14754,0.13744,1.7271,0.081435,0.32758,2.8674072313945427
0.00074825,9.3208e-05,459.34,1.751,0.19468,0.092992,0.16291,0.12131,0.13825,0.41651,1.3568,0.13565,0.2741,2.8931961546380864
321.39,2.0085,83.405,11.765,0.1548,0.11594,0.11911,0.055739,0.14807,0.13739,1.7705,0.082629,0.34196,2.9261237430023974
322.27,2.6599,82.051,11.627,0.15486,0.11617,0.11953,0.056264,0.14736,0.1375,1.7875,0.080446,0.34867,2.9483132751172834
330.81,2.8677,77.723,11.76,0.15444,0.11663,0.11994,0.056073,0.14778,0.13671,1.9163,0.07921,0.23805,2.9650914952362855
325.74,3.0318,74.798,11.707,0.15441,0.11671,0.12023,0.056107,0.14777,0.13642,1.9103,0.078447,0.24552,2.9658820031618736
330.29,2.7926,77.744,11.888,0.15449,0.1165,0.11981,0.055997,0.14803,0.13701,1.92,0.079707,0.24426,2.9758083121345438
299.42,2.7435,87.437,10.278,0.15571,0.11582,0.12115,0.057341,0.14494,0.1399,1.5716,0.076794,0.6086,2.9918329403238015
330.89,2.7966,77.771,11.916,0.15448,0.11649,0.1198,0.055991,0.14808,0.1371,1.9378,0.07974,0.24549,2.994951778485786
