Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1355.4,0.36005,192.98,1.6474,0.31283,0.18917,0.10498,0.10376,0.081087,0.186,0.23386,0.070134,0.028924,1.3107508129037186
1354.7,0.35978,189.14,1.6551,0.31729,0.18913,0.10498,0.10364,0.081005,0.1858,0.23381,0.069833,0.028807,1.3143013591228094
1354.1,0.35449,192.98,1.6482,0.3183,0.1892,0.10496,0.10376,0.081069,0.18602,0.23386,0.070069,0.028905,1.3161429567576706
1371.6,0.34613,191.11,1.6719,0.3308,0.1891,0.10499,0.10349,0.080826,0.18545,0.23374,0.069293,0.028646,1.3263351198426392
1374.7,0.33674,193.22,1.7214,0.37606,0.18902,0.10502,0.10308,0.080249,0.1843,0.23344,0.067932,0.028303,1.367412812746708
1402.5,0.35434,185.87,1.6569,0.37839,0.18897,0.10506,0.10349,0.081116,0.18566,0.23389,0.069649,0.028759,1.3749902579966018
1354.0,0.37122,201.38,1.5529,0.37959,0.18959,0.10508,0.10494,0.082251,0.18822,0.2345,0.073322,0.030535,1.388022885752294
1353.4,0.38278,195.31,1.5759,0.3865,0.18942,0.10508,0.10462,0.081966,0.18761,0.23431,0.07261,0.030096,1.3922159456929437
1328.8,0.38436,201.12,1.5566,0.3945,0.18961,0.10505,0.10495,0.082122,0.18815,0.23439,0.073338,0.030505,1.4026121209353586
1286.3,0.36305,193.91,1.7146,0.4203,0.18924,0.1049,0.10326,0.080095,0.18452,0.23324,0.068248,0.028299,1.4121048540342576
