Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1958.6,0.15377,401.04,11.693,0.080479,0.20353,0.12342,0.57777,0.064862,0.14594,1.1960092985409636
1954.9,0.15377,402.2,11.693,0.080495,0.2035,0.12341,0.57929,0.064857,0.14595,1.1975096760531965
1959.4,0.1548,401.09,11.697,0.080476,0.20354,0.12343,0.58199,0.064855,0.14594,1.2002261893737523
1988.1,0.15483,402.24,11.899,0.080844,0.20425,0.12422,0.58339,0.064837,0.14617,1.2037071009707954
1991.1,0.15379,401.04,11.895,0.08083,0.20426,0.12422,0.58348,0.064848,0.14616,1.2038074538420578
1987.3,0.15379,402.19,11.895,0.080847,0.20423,0.12421,0.58451,0.064843,0.14617,1.2048249569930705
1989.3,0.15362,400.54,11.895,0.080806,0.20422,0.12418,0.58518,0.064846,0.14614,1.2053735898419837
1986.6,0.15585,401.03,11.925,0.080802,0.20421,0.12418,0.58645,0.064822,0.14612,1.2065852717874477
1958.7,0.15482,407.9,11.801,0.080779,0.20384,0.12385,0.59121,0.064825,0.14612,1.2106292863185477
1958.2,0.15889,384.25,11.87,0.07996,0.20319,0.12292,0.59869,0.064776,0.14543,1.2149582625729938
