Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1060.0,0.24718,124.61,5.0967,0.051525,0.10465,0.11392,0.13757,0.10092,0.13607,0.28442,0.2533,0.03168,1.2140494136790299
1071.5,0.24798,125.6,4.8986,0.054019,0.10832,0.11376,0.13806,0.10242,0.13706,0.2948,0.25236,0.032484,1.2332771788342392
1069.9,0.24958,125.22,4.8875,0.054125,0.10848,0.11376,0.13808,0.10249,0.13711,0.2955,0.25232,0.032506,1.2343650376482012
1070.0,0.24955,125.23,4.8762,0.054255,0.1086,0.11375,0.13812,0.10259,0.13718,0.29694,0.25225,0.032559,1.236261650849454
1063.9,0.24635,126.23,5.0556,0.052054,0.10545,0.11388,0.13764,0.10121,0.13623,0.30486,0.25311,0.031905,1.2363293254971925
1082.4,0.24244,125.5,4.9241,0.053853,0.10808,0.11374,0.13803,0.10228,0.137,0.29934,0.25244,0.032359,1.2371202455791686
1075.2,0.24719,125.37,4.8736,0.054336,0.10862,0.11373,0.13815,0.10266,0.13724,0.29773,0.25221,0.032578,1.2372526345319064
1066.0,0.25203,124.69,4.8909,0.05405,0.10849,0.11379,0.13805,0.10241,0.13704,0.29971,0.25237,0.032456,1.2383567328542082
1068.7,0.24852,125.58,4.881,0.054189,0.10851,0.11376,0.13812,0.10257,0.13716,0.29925,0.25227,0.032571,1.2383972921388375
1075.1,0.24717,125.18,4.8739,0.054334,0.10863,0.11373,0.13815,0.10265,0.13724,0.29944,0.25222,0.032566,1.2389722660416602
