iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.6114348276612908,0.17480412185015748,0.6670767077918719
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.2706813018485034,0.13662040739344866,0.31416892817629516
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.592621994827182,0.14370599709415022,0.6383650344061491
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.317090417921265,0.15610128184042027,0.36677899917703305
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.16134598671970377,0.147172495371152,0.20819244697067962
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.10060449625578513,0.140932275598643,0.1454646328612118
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.027047573623227284,0.10097248792096641,0.05918811476104428
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.04924940182019947,0.10178938811339419,0.08164997036529167
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.0988083627054467,0.10130730698772453,0.13105548006229564
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.061883524957665685,0.0998511996584033,0.093667148956247
11,569.7,406.65,45.996,240.45,116.28,120.56,63.132,11.648,0.012857509024802538,0.10034638446818703,0.04479875524382605
12,576.67,397.33,44.948,243.15,152.82,242.02,62.091,11.824,0.04009300988391543,0.1006786877932563,0.07214003153652024
13,515.93,377.02,120.47,210.1,52.901,160.61,64.332,11.001,0.028631756434856756,0.09934523912132809,0.06025432819246817
14,572.42,401.92,40.931,244.09,148.11,119.81,62.789,11.545,0.01055008518581584,0.10064750050109611,0.04258717961500276
15,581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.01041627884222894,0.10088258258169014,0.04252820222173359
16,590.16,398.51,3.9865,229.56,179.52,82.008,42.271,10.744,0.1969076668085008,0.10172889566476573,0.2292889800091551
17,611.35,429.62,38.661,231.49,146.9,118.6,62.982,11.133,0.00948657413677316,0.10113395173132433,0.04167851080168799
18,561.92,391.63,39.712,247.65,163.12,115.45,64.269,11.22,0.016050449113773756,0.10071599563713962,0.04810934622191883
19,581.91,394.95,39.744,259.97,144.69,120.79,63.445,11.262,0.011196854266557857,0.10081714514880735,0.043287948264249435
20,580.66,395.51,44.501,186.53,163.44,131.12,61.553,10.961,0.018320770230673206,0.10132654903267208,0.05057401252065934
21,555.31,413.47,41.397,264.88,125.84,111.66,62.273,11.979,0.016613194749096893,0.0998893322293275,0.048408956721988985
