Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1122.1,0.23559,123.77,5.482,0.045,0.096668,0.11412,0.13621,0.098376,0.13336,0.30085,0.25516,0.030758,1.2105031770060606
1121.1,0.2361,122.93,5.4823,0.045001,0.10108,0.11413,0.13613,0.098308,0.13334,0.30336,0.2552,0.030697,1.2172477104487915
1128.1,0.23325,123.36,5.4673,0.045228,0.095029,0.11416,0.13615,0.09845,0.13341,0.30967,0.25512,0.030772,1.217980824446473
1136.1,0.23238,122.38,5.4883,0.045024,0.094173,0.11419,0.13586,0.098221,0.13328,0.31581,0.25527,0.030648,1.2224755786616956
1136.2,0.23234,122.37,5.4891,0.045013,0.09426,0.11419,0.13586,0.098215,0.13328,0.31595,0.25527,0.030645,1.2226837336389391
1133.6,0.23184,122.66,5.4745,0.045174,0.094714,0.11418,0.13599,0.098338,0.13336,0.31536,0.25519,0.030706,1.2230112677168485
1133.2,0.23533,123.64,5.4733,0.045253,0.095896,0.11414,0.13604,0.098445,0.13338,0.31438,0.25512,0.030788,1.223442915664833
1117.2,0.23328,123.14,5.4708,0.045067,0.096361,0.11414,0.13632,0.098397,0.13341,0.31414,0.25514,0.030739,1.2237134103369098
1116.6,0.23821,123.41,5.4214,0.045865,0.10272,0.11408,0.13646,0.098818,0.13364,0.31105,0.25486,0.030932,1.2284140248768527
1128.3,0.23633,122.65,5.456,0.045476,0.097346,0.11413,0.13607,0.098505,0.13345,0.31957,0.25508,0.030762,1.230380817957062
