Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
21.18,1.6065e-06,763.92,434.19,180.42,759.89,77.184,3.3645,0.18746,0.13668,0.044228,0.11898,0.11299,0.093258,0.053201,0.22595,0.074595,1.0473448265502077
21.706,1.7223e-06,763.77,446.58,179.65,784.51,77.72,3.4684,0.19913,0.13666,0.044601,0.11926,0.11324,0.09305,0.051508,0.22543,0.073645,1.0565186906722994
21.639,1.7884e-06,763.41,451.59,181.72,785.35,77.965,3.468,0.20504,0.13658,0.04455,0.11924,0.11329,0.093043,0.051561,0.22536,0.073761,1.0624390337612262
23.073,1.722e-06,742.23,446.99,179.64,784.67,77.743,3.4811,0.21325,0.13647,0.044627,0.11935,0.11335,0.092951,0.051358,0.22505,0.073917,1.0703275582438299
22.56,4.5252e-07,742.24,446.89,179.48,784.6,77.73,3.51,0.2197,0.13653,0.044646,0.11939,0.1134,0.092983,0.0511,0.2248,0.073747,1.0762949333449239
25.043,1.7907e-06,745.81,448.43,179.05,789.48,78.072,3.4713,0.22062,0.13641,0.044519,0.11922,0.11349,0.092944,0.051721,0.22513,0.074217,1.0782733148954986
23.003,4.5237e-07,745.45,446.8,171.28,784.82,77.725,3.5084,0.23499,0.13666,0.044591,0.1192,0.11344,0.093012,0.051354,0.22511,0.073813,1.092163596176247
22.855,1.9622e-06,726.95,390.72,169.92,782.41,76.943,3.4871,0.24312,0.13676,0.045562,0.11983,0.11279,0.092985,0.050475,0.22523,0.072786,1.0995390738914717
21.661,2.9394e-05,764.18,446.15,177.92,784.43,77.249,3.4572,0.24328,0.13675,0.044879,0.11953,0.11289,0.092866,0.051019,0.22568,0.073278,1.100164626505485
18.962,1.7413e-06,757.57,442.71,189.79,784.06,77.986,3.3879,0.2438,0.13627,0.044359,0.11914,0.11335,0.093089,0.052827,0.22539,0.074898,1.1031213565281037
