Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
500.86,0.75146,137.46,17.245,0.016741,0.0167411940945755
500.86,0.75146,137.46,17.245,0.016741,0.01674119409457552
500.86,0.75146,137.46,17.245,0.016741,0.016741194094575668
500.86,0.75146,137.46,17.245,0.016741,0.016741194094575668
500.86,0.75146,137.46,17.245,0.016741,0.016741194094575668
500.86,0.75146,137.46,17.245,0.016741,0.016741194094575723
500.86,0.75146,137.46,17.245,0.016741,0.016741194094575723
500.86,0.75146,137.46,17.245,0.016741,0.016741194094575723
500.86,0.75146,137.46,17.245,0.016741,0.016741194094575723
500.86,0.75146,137.46,17.245,0.016741,0.016741194094575723
