Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3424.2,0.10757,161.06,3.2713,0.23098,0.043943,0.22095,0.064545,0.097627,0.11388,0.086377,0.11809,0.13707,1.1134744166512036
3400.1,0.10757,161.06,3.2713,0.2352,0.043956,0.22094,0.064513,0.09761,0.11384,0.086336,0.11808,0.13709,1.1175676464359927
3489.0,0.10492,161.46,3.2511,0.23806,0.043902,0.22102,0.065059,0.097663,0.11398,0.086745,0.11801,0.13713,1.1215605524023782
3464.8,0.10325,161.94,3.3437,0.25184,0.044027,0.22074,0.06285,0.097493,0.1137,0.085224,0.11844,0.13682,1.1311280429012285
3452.7,0.10644,160.53,3.2255,0.25513,0.043893,0.22111,0.065639,0.097703,0.11401,0.087147,0.11789,0.13723,1.1397550588994414
3465.5,0.10384,163.52,3.324,0.2652,0.043985,0.22076,0.06336,0.097572,0.11378,0.085537,0.11828,0.13691,1.1453802353916875
3468.2,0.10399,163.53,3.3184,0.26673,0.043975,0.22078,0.063495,0.097584,0.1138,0.08563,0.11825,0.13693,1.1471717911766874
3482.9,0.10433,161.78,3.336,0.26965,0.044002,0.22077,0.063076,0.097549,0.11378,0.085396,0.11841,0.13684,1.149458695028442
3463.8,0.10385,160.21,3.4148,0.27539,0.044138,0.22061,0.06129,0.09736,0.11357,0.084215,0.11884,0.13656,1.1519696480311796
3461.1,0.1035,160.18,3.4143,0.27605,0.04414,0.22061,0.061289,0.097343,0.11355,0.084211,0.11884,0.13657,1.1525995920407826
