Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
631.36,0.62537,135.94,8.5531,0.15867,0.12004,0.1264,0.057552,0.13853,0.11677,0.48096,0.069367,0.44407,1.7123559883857529
628.09,0.61787,135.17,8.5838,0.15867,0.12013,0.12621,0.057468,0.13869,0.1166,0.48357,0.069545,0.4459,1.7167728509911648
627.96,0.61732,135.26,8.5865,0.15868,0.12012,0.12619,0.057466,0.1387,0.11669,0.4842,0.069543,0.44564,1.7172138785850524
630.87,0.62304,137.5,8.6165,0.15875,0.11985,0.12615,0.057497,0.13866,0.11776,0.49975,0.069344,0.43474,1.722501807346923
635.61,0.6136,137.09,8.5655,0.15876,0.11993,0.12629,0.057544,0.13854,0.11742,0.48328,0.069327,0.45195,1.723042933514074
635.85,0.62234,137.43,8.5548,0.15874,0.11989,0.12639,0.057587,0.13846,0.11742,0.49564,0.069239,0.44663,1.7300016332480412
620.54,0.62768,136.76,8.5934,0.15883,0.11979,0.12623,0.057534,0.13869,0.11831,0.51283,0.069339,0.43737,1.738922542649727
617.52,0.62319,137.34,8.843,0.15872,0.11989,0.12534,0.057112,0.13935,0.11761,0.53168,0.069886,0.42399,1.7435888442863856
615.21,0.62224,137.06,8.8479,0.15874,0.1199,0.12531,0.057096,0.1394,0.11765,0.52961,0.069928,0.42727,1.7449019894501987
615.51,0.62082,137.04,8.8731,0.15872,0.11993,0.12523,0.057045,0.13947,0.11747,0.52662,0.069998,0.43121,1.7456857616236041
