Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
903.18,2.7859,187.68,1.8691,0.0,0.0
915.82,2.7305,186.97,1.8945,0.0,0.0
911.24,2.7198,185.42,1.8975,0.0,0.0
902.17,2.7418,190.62,1.876,0.0,0.0
905.02,2.7509,187.19,1.8815,0.0,0.0
909.71,2.7523,193.11,1.863,0.0,0.0
920.21,2.695,189.03,1.8846,0.0,0.0
907.79,2.7377,185.35,1.8964,0.0,0.0
929.16,2.7425,190.95,1.8956,0.0,0.0
1134.3,2.9523,200.51,1.9689,0.0,0.0
