evals,errors
1000,0.14164775777331115
2000,0.14164775777331115
3000,0.13986825365257047
4000,0.13836483387887158
5000,0.13800737681762923
6000,0.13800737681762923
7000,0.13800737681762923
8000,0.13764471528694067
9000,0.13764471528694067
10000,0.13704954865777566
11000,0.13543306804195196
12000,0.13543306804195196
13000,0.13543306804195196
14000,0.13543306804195196
15000,0.13543306804195196
16000,0.13543306804195196
17000,0.13543306804195196
18000,0.13543306804195196
19000,0.13543306804195196
20000,0.13543306804195196
21000,0.13543306804195196
22000,0.13543306804195196
23000,0.13543306804195196
24000,0.13543306804195196
25000,0.13543306804195196
26000,0.13543306804195196
27000,0.13543306804195196
28000,0.13543306804195196
29000,0.13543306804195196
30000,0.13543306804195196
31000,0.13543306804195196
32000,0.13543306804195196
33000,0.13543306804195196
34000,0.13543306804195196
35000,0.13543306804195196
36000,0.13543306804195196
37000,0.13543306804195196
38000,0.13543306804195196
39000,0.13543306804195196
40000,0.13543306804195196
