Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1960.4,0.13399,118.46,8.86,0.065394,0.089411,0.12916,0.066066,0.23966,0.055266,0.6449582979125387
1960.3,0.1339,117.91,8.8663,0.065399,0.089418,0.1292,0.066052,0.2413,0.055271,0.6466356900070815
1947.0,0.13487,117.86,8.9452,0.065648,0.089149,0.12925,0.066002,0.24332,0.055269,0.6486350030638636
1947.7,0.1348,117.86,9.1044,0.065988,0.088833,0.12932,0.065884,0.24475,0.055301,0.6500750229848896
1974.2,0.13376,119.07,8.6805,0.064945,0.089877,0.12905,0.066197,0.24481,0.055251,0.6501325684914236
1949.7,0.13406,117.82,9.2263,0.066203,0.088642,0.12935,0.0658,0.2454,0.055322,0.650721499041752
1961.5,0.13104,119.37,9.2101,0.06609,0.088724,0.12911,0.065869,0.24587,0.055305,0.6509661260427752
1947.7,0.13684,116.9,8.5785,0.064854,0.089963,0.12927,0.06623,0.24566,0.055222,0.6511925936224878
1947.7,0.13452,117.62,9.1952,0.06616,0.088681,0.12937,0.065815,0.24613,0.055319,0.651470992161533
1958.3,0.13651,116.26,8.9254,0.065578,0.089283,0.12944,0.065945,0.24706,0.055298,0.652600759374574
