iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,16.722,84.167,63.01,2.8644,0.5349462525014124,0.12075770198624525,0.5733846228764702
2,110.96,53.414,35.675,2.6662,0.5581597873024072,0.1199881051949002,0.5963531874104047
3,983.64,37.691,71.04,1.9036,1.1543998875131034,0.13079888349786048,1.1960344652322743
4,119.99,56.463,78.311,3.6602,0.21660077056467622,0.11096676019227568,0.2519225873716635
5,224.43,230.36,61.585,8.2937,0.0321303253920992,0.17510234509351247,0.08786713292932999
6,230.25,188.99,64.283,8.2484,0.012731644927976273,0.17276818810117078,0.06772546721863969
7,240.51,191.97,63.614,8.1589,0.009915360039209325,0.17795860377669437,0.06656134295279521
8,233.24,195.88,62.806,8.2359,0.017222959106798743,0.17538338638912565,0.07304922486684912
9,231.25,196.36,63.969,8.433,0.012143557407925549,0.17390706512959475,0.06749989551588392
10,231.37,197.05,63.885,8.38,0.012752476273191347,0.1743422273742911,0.06824733082573049
11,232.54,201.52,63.586,8.3729,0.013141562482753995,0.17622417852050368,0.06923546069044753
12,232.92,198.17,63.898,8.3736,0.011820223414828598,0.17534044478581473,0.06763282043801652
13,227.46,197.95,63.82,8.6718,0.013201087364688465,0.17239851807976408,0.06807724003291235
14,232.26,196.55,63.551,8.4334,0.012500096536429394,0.17431563983997952,0.06798648801394792
15,228.75,198.91,64.146,8.5484,0.012565447868874318,0.17335559899440975,0.06774624885410774
16,230.17,190.26,63.575,8.7296,0.011713022659292846,0.17232980415685994,0.06656730300653788
