Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
916.74,0.43935,150.58,3.9995,0.015471,0.015470532278371502
