Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
736.48,0.36411,119.62,9.4399,0.1279,0.06585,0.089049,0.2107,0.055117,0.066107,0.6147222476613987
736.55,0.36541,119.6,9.3814,0.12791,0.065801,0.089103,0.21072,0.055105,0.066145,0.6147747486635771
726.13,0.3671,121.53,9.2382,0.12783,0.065539,0.089336,0.21127,0.055116,0.066278,0.615373285560996
739.04,0.36408,119.44,9.3817,0.12791,0.065811,0.0891,0.21144,0.055102,0.066147,0.6155077789323751
741.99,0.36043,120.04,9.1904,0.12786,0.065584,0.089349,0.21151,0.05508,0.066316,0.6156992310545822
734.93,0.36624,119.99,9.4309,0.12789,0.065835,0.089056,0.21237,0.05512,0.066105,0.6163744901852146
721.14,0.37597,119.4,9.4429,0.12796,0.065857,0.089009,0.21375,0.055105,0.066079,0.6177614564038949
722.94,0.37521,119.29,9.4111,0.12796,0.065834,0.089041,0.21382,0.055098,0.066103,0.6178607234687779
736.8,0.36729,118.92,9.4058,0.12794,0.065866,0.089045,0.21414,0.055094,0.066115,0.6182059991824753
722.34,0.37538,119.57,9.406,0.12795,0.065816,0.089053,0.21428,0.055102,0.066108,0.6183104759034427
