Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1996.8,0.092519,104.04,19.714,0.12312,0.6992,0.055181,0.088439,0.067591,0.064688,1.0982172307238416
1993.7,0.090102,105.46,19.706,0.12239,0.70483,0.055169,0.08895,0.06707,0.065022,1.103434094586678
1988.1,0.090057,105.5,19.713,0.12233,0.70708,0.055163,0.088976,0.067038,0.065055,1.1056379277713997
1995.9,0.088443,105.46,19.706,0.12219,0.70847,0.055166,0.089115,0.066915,0.065142,1.1069998141356745
1993.7,0.090087,105.79,19.706,0.12229,0.70932,0.055167,0.089016,0.067,0.065063,1.1078627537240404
1997.5,0.088976,104.72,19.697,0.12248,0.7109,0.05517,0.088911,0.067125,0.065007,1.1095878863890591
1997.4,0.088922,104.75,19.674,0.12244,0.71133,0.055163,0.088914,0.067121,0.065019,1.1099818968259518
1997.6,0.089847,105.14,19.378,0.12219,0.7126,0.055067,0.088775,0.067228,0.06505,1.1109064768094767
1997.9,0.089506,105.69,19.384,0.12199,0.71648,0.055066,0.088919,0.067079,0.065143,1.1146761448335467
1998.0,0.09112,103.34,19.399,0.12286,0.71866,0.05508,0.088315,0.067712,0.064755,1.1173850996133574
