Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
673.71,0.57136,140.73,8.8129,0.15925,0.11933,0.12537,0.057105,0.13992,0.12002,0.40734,0.070479,0.47643,1.6752423241019443
673.18,0.57583,141.3,8.7844,0.15933,0.11922,0.12549,0.057169,0.13983,0.12064,0.41491,0.070358,0.48547,1.6924226104073066
672.86,0.57585,141.3,8.7844,0.15934,0.11921,0.12549,0.057169,0.13983,0.12067,0.41537,0.070358,0.48542,1.6928598699604462
674.0,0.57599,141.48,8.7844,0.15934,0.1192,0.1255,0.057171,0.13982,0.12072,0.41654,0.070341,0.48569,1.6943256809387408
665.44,0.58496,141.36,8.7976,0.15938,0.11914,0.12548,0.057165,0.13986,0.12105,0.41791,0.070325,0.48434,1.6946425699669692
665.88,0.58533,141.57,8.8049,0.15939,0.11912,0.12546,0.057156,0.13987,0.12112,0.4196,0.070314,0.4838,1.6958433344597224
673.36,0.57585,141.79,8.7858,0.15938,0.11915,0.12549,0.057174,0.13983,0.12103,0.42207,0.070313,0.48638,1.700812170670155
672.02,0.56871,141.33,8.8002,0.15937,0.11919,0.12539,0.057135,0.1399,0.12082,0.42974,0.070412,0.48073,1.7026998358500725
674.4,0.56226,143.58,8.4396,0.15958,0.11916,0.12636,0.057681,0.13881,0.12187,0.36699,0.06992,0.54311,1.7034929514853943
673.98,0.56271,143.13,8.4412,0.15957,0.11918,0.12637,0.05768,0.13883,0.12176,0.36713,0.069934,0.54317,1.7036334248935394
