Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
666.66,0.56903,139.54,8.9159,0.15923,0.11958,0.12497,0.056912,0.14011,0.11883,0.34939,0.070943,0.50386,1.6438313163563403
681.44,0.57366,138.9,8.7154,0.15918,0.11965,0.12551,0.05726,0.13955,0.11856,0.38103,0.070641,0.52137,1.692766136019606
558.03,0.6636,141.76,10.118,0.1575,0.11995,0.12227,0.055253,0.14289,0.11763,0.29953,0.072284,0.61945,1.706748861696615
608.5,0.63749,138.46,9.1875,0.15919,0.11955,0.12436,0.056459,0.14096,0.11937,0.42539,0.071197,0.49217,1.7086509190856913
608.52,0.6377,138.49,9.1964,0.15917,0.11956,0.12435,0.056445,0.14098,0.1193,0.42694,0.071207,0.49109,1.7090288368175575
611.19,0.628,140.03,9.1934,0.15931,0.11935,0.12436,0.056485,0.14092,0.12031,0.40608,0.071081,0.51757,1.715464893301475
609.6,0.63757,138.78,9.1155,0.15937,0.11939,0.12452,0.056592,0.14079,0.12018,0.42898,0.071049,0.49526,1.7161309466852757
612.39,0.6305,139.87,9.1985,0.15925,0.11941,0.12436,0.05647,0.14092,0.12,0.41821,0.071094,0.50656,1.7162643147748757
613.05,0.62986,139.23,9.1764,0.15926,0.11946,0.1244,0.056495,0.1409,0.11975,0.40915,0.071122,0.51593,1.7164637239067417
609.32,0.63122,139.88,9.1202,0.15947,0.11921,0.1245,0.05661,0.14078,0.12103,0.42171,0.070964,0.50241,1.7166951645103328
