Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
749.16,19.909,28.451,1.2533,0.070298,0.77265,0.071836,0.14007,0.12809,0.062974,1.2459125879330062
715.74,19.787,29.885,1.2862,0.068495,0.78031,0.071373,0.13765,0.12721,0.062742,1.2477853824519753
744.41,19.774,28.423,1.2504,0.070133,0.77533,0.071847,0.13989,0.12805,0.062948,1.248201285075274
712.7,19.82,30.709,1.2583,0.06805,0.78177,0.071475,0.13663,0.12762,0.063016,1.248564731603786
716.28,19.631,29.667,1.217,0.068696,0.77995,0.071858,0.13747,0.12832,0.063234,1.2495324983498923
718.65,19.504,28.716,1.2823,0.069076,0.78051,0.071532,0.13883,0.12725,0.062611,1.2498067091947798
745.32,19.842,29.198,1.2472,0.069772,0.77981,0.071788,0.13918,0.12809,0.063036,1.251675419150692
747.39,19.885,28.115,1.2511,0.070441,0.77821,0.071884,0.14033,0.12813,0.062968,1.2519596221362561
712.31,19.416,28.764,1.3074,0.068784,0.78552,0.07136,0.13868,0.12676,0.062394,1.2534982158910388
756.63,19.885,28.927,1.1953,0.070382,0.77915,0.072211,0.13955,0.12908,0.063487,1.2538650325087606
