Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1240.0,0.21327,122.27,5.2451,0.048758,0.11099,0.11423,0.137,0.099849,0.1349,0.33507,0.25419,0.031143,1.2661234759831743
1240.2,0.21328,122.01,5.2432,0.048775,0.11097,0.11423,0.13699,0.099842,0.13491,0.33557,0.25419,0.031116,1.2666022583349394
1239.8,0.21346,122.19,5.2382,0.048875,0.11099,0.11423,0.13701,0.099893,0.13495,0.33558,0.25416,0.031153,1.266836641175058
1240.0,0.2134,121.96,5.2353,0.048904,0.11097,0.11423,0.137,0.099895,0.13497,0.3364,0.25416,0.031134,1.267662817671815
1239.8,0.2129,122.36,5.2419,0.048783,0.11099,0.11423,0.13702,0.099875,0.13492,0.33655,0.25417,0.031162,1.2677010384669731
1239.9,0.2144,122.14,5.2465,0.048816,0.111,0.11423,0.13697,0.099842,0.13491,0.33739,0.25419,0.031126,1.268470119706321
1240.0,0.21323,122.84,5.2456,0.048785,0.11104,0.11422,0.13703,0.099899,0.13491,0.33758,0.25416,0.031211,1.26883562625376
1240.0,0.21378,122.88,5.2458,0.048828,0.11105,0.11421,0.13703,0.099908,0.13492,0.33766,0.25415,0.031217,1.2689770175413906
1240.0,0.21386,122.88,5.2447,0.048852,0.11106,0.11421,0.13703,0.099917,0.13493,0.33793,0.25415,0.03122,1.2692897848633986
1240.2,0.21444,122.66,5.2957,0.048087,0.11085,0.11423,0.13685,0.099546,0.13458,0.33981,0.25439,0.031045,1.2693935688420168
