Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1200.8,0.1989,123.89,19.458,0.062414,0.13019,0.055752,0.17334,0.084372,0.070867,0.5769350233961412
1200.9,0.19914,123.96,19.461,0.062412,0.13019,0.055753,0.17342,0.084369,0.07087,0.5770163549161262
1200.8,0.19891,123.84,19.458,0.062414,0.13019,0.055752,0.17352,0.08437,0.07087,0.5771149777903191
1200.8,0.19862,124.12,19.466,0.062408,0.13017,0.055755,0.17356,0.084386,0.070843,0.5771250676110699
1230.3,0.19495,123.15,19.882,0.06229,0.13041,0.055744,0.17353,0.084264,0.071006,0.5772380983130493
1202.5,0.19949,123.43,19.483,0.062404,0.13024,0.055748,0.17359,0.084333,0.070927,0.5772404844679775
1202.5,0.1995,123.38,19.484,0.062404,0.13024,0.055747,0.17384,0.084331,0.070931,0.5774904871402113
1203.2,0.19898,123.89,19.369,0.062422,0.13018,0.055754,0.17424,0.084367,0.070876,0.5778447628501426
1206.7,0.20042,122.84,19.898,0.06229,0.13043,0.055733,0.17431,0.084241,0.071043,0.5780503870463858
1213.4,0.19868,123.02,19.91,0.062282,0.13043,0.055737,0.17435,0.084253,0.071023,0.5780735799489075
