Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
912.74,2.7365,190.88,1.9032,0.0,0.0
916.52,2.7281,186.91,1.8976,0.0,0.0
900.14,2.6845,191.05,1.8887,0.0,0.0
903.12,2.7004,190.15,1.9096,0.0,0.0
903.38,2.7216,190.68,1.8955,0.0,0.0
911.21,2.7322,187.48,1.8769,0.0,0.0
913.98,2.7456,191.36,1.8745,0.0,0.0
908.22,2.7198,186.64,1.8582,0.0,0.0
917.0,2.7541,187.85,1.8437,0.0,0.0
887.71,3.4323,207.51,1.7237,0.0,0.0
