Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
625.61,0.43337,121.11,19.209,0.055942,0.15637,0.13035,0.069964,0.08474,0.062197,0.5595696530566373
628.71,0.43069,121.63,19.239,0.055976,0.15799,0.13044,0.069938,0.084762,0.062174,0.5612761713418631
621.84,0.43514,121.28,19.091,0.055894,0.15841,0.13011,0.069897,0.084778,0.062238,0.5613304692043278
635.91,0.42462,123.36,19.597,0.056139,0.15788,0.13107,0.069887,0.084828,0.062046,0.5618516826845708
625.6,0.43484,121.11,19.185,0.055933,0.1595,0.13031,0.069964,0.084733,0.0622,0.5626385247192137
625.6,0.43455,121.11,19.159,0.055926,0.16096,0.13027,0.069956,0.084739,0.062206,0.564048175810773
622.74,0.4368,119.98,19.234,0.055912,0.1628,0.13037,0.070061,0.084671,0.062213,0.5660283904206941
625.6,0.43457,119.28,19.195,0.055902,0.17116,0.13034,0.070115,0.084642,0.062217,0.5743838025314271
626.03,0.43934,119.41,19.16,0.055892,0.17145,0.13028,0.070127,0.084613,0.062213,0.5745708994633822
623.99,0.44028,118.33,19.161,0.055862,0.17412,0.13027,0.070208,0.084563,0.062233,0.5772575979326486
