Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3499.4,0.10144,162.04,3.5163,0.23727,0.044188,0.22034,0.059274,0.096813,0.11358,0.082872,0.11906,0.13633,1.1097365521750482
3496.2,0.10209,160.92,3.5156,0.2397,0.044192,0.22036,0.059272,0.096851,0.11354,0.082864,0.11911,0.13632,1.112205330985978
3495.5,0.10209,160.88,3.5165,0.23994,0.044193,0.22036,0.059251,0.096848,0.11354,0.08285,0.11911,0.13632,1.1124109068483254
3497.5,0.10209,160.92,3.5164,0.24013,0.044192,0.22036,0.059257,0.096854,0.11354,0.082856,0.11911,0.13632,1.1126193660753314
3498.2,0.10211,160.89,3.5148,0.24019,0.044189,0.22036,0.05929,0.096863,0.11354,0.082877,0.1191,0.13632,1.1127471078629543
3447.1,0.10357,160.58,3.5215,0.24108,0.044239,0.22034,0.059089,0.096737,0.11342,0.082698,0.11916,0.13631,1.1130771752699093
3453.7,0.10247,161.76,3.5098,0.24097,0.044213,0.22034,0.059343,0.096674,0.11349,0.082874,0.11904,0.13636,1.1133120687041416
3446.9,0.1036,160.72,3.5209,0.24144,0.044238,0.22034,0.059105,0.09673,0.11342,0.082709,0.11915,0.13632,1.1134558628139526
3496.3,0.10211,160.67,3.5126,0.24098,0.044189,0.22037,0.059327,0.096872,0.11354,0.082898,0.1191,0.13633,1.1136014570542174
3459.5,0.1035,160.09,3.5183,0.24165,0.044221,0.22036,0.059167,0.096741,0.11343,0.082761,0.11916,0.13632,1.1138060813765118
