Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1984.4,0.10957,110.95,19.707,0.071348,0.13273,0.12831,0.084162,0.06274,0.056744,0.536028882424451
1968.4,0.11053,111.2,19.673,0.071317,0.13271,0.12988,0.084187,0.062737,0.056763,0.5375923659937157
1982.0,0.10856,111.14,19.865,0.071302,0.13285,0.13093,0.084193,0.062699,0.056837,0.538812732217917
1998.0,0.11122,106.71,19.71,0.071633,0.13255,0.13145,0.08399,0.062899,0.056448,0.5389717407101271
1984.7,0.10839,111.44,19.815,0.071293,0.13284,0.13119,0.084194,0.062696,0.056838,0.5390460237804571
1997.8,0.11194,104.76,19.71,0.071742,0.13248,0.13914,0.083919,0.062972,0.05634,0.5465928811022801
1995.3,0.11234,105.45,19.71,0.071708,0.13248,0.13967,0.083945,0.062945,0.056363,0.5471138451944186
1939.4,0.11606,103.86,19.714,0.071723,0.1324,0.14333,0.083968,0.063013,0.056335,0.5507652971456489
1984.3,0.10958,106.2,19.917,0.071579,0.13273,0.1464,0.084042,0.062887,0.056575,0.5542170157778189
1995.4,0.11367,105.67,19.152,0.071755,0.13221,0.14848,0.083881,0.063018,0.056219,0.5555618082668559
