Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
906.23,2.7076,188.88,1.8818,0.0,0.0
911.61,2.7622,188.77,1.8913,0.0,0.0
912.68,2.7842,188.36,1.8929,0.0,0.0
905.18,2.7015,189.16,1.8984,0.0,0.0
916.2,2.6934,188.97,1.8768,0.0,0.0
920.13,2.7604,186.09,1.8763,0.0,0.0
910.11,2.7373,192.28,1.906,0.0,0.0
927.49,2.7347,187.31,1.9047,0.0,0.0
907.11,2.7624,188.97,1.8739,0.0,0.0
753.34,4.3872,191.34,1.958,0.0,0.0
