Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1777.0,0.1381,134.66,3.83,0.22523,0.074531,0.041259,0.14448,0.1151,0.24544,0.10753,0.14749,0.11278,1.2138517985970425
1776.5,0.13848,134.66,3.8337,0.23059,0.074444,0.041204,0.14446,0.11504,0.24547,0.10745,0.14745,0.11278,1.218883984327478
1772.0,0.13934,135.57,3.7763,0.22627,0.075697,0.041939,0.14485,0.11596,0.24504,0.10843,0.14801,0.11275,1.218952180356243
1777.0,0.13822,134.8,3.8424,0.23636,0.074258,0.041109,0.14442,0.11492,0.24553,0.10738,0.14737,0.11278,1.224117475513474
1988.0,0.13125,133.99,3.7343,0.23073,0.077054,0.0424,0.14485,0.11687,0.24476,0.10884,0.14835,0.11267,1.2265219189207888
1767.2,0.13743,135.08,3.8285,0.23796,0.074567,0.041334,0.14454,0.11517,0.2454,0.10767,0.14753,0.11277,1.2269383877097275
1763.9,0.13679,133.97,3.8847,0.24683,0.073424,0.040663,0.1442,0.11439,0.24578,0.10713,0.14703,0.11281,1.2322541091728603
1776.9,0.13838,134.72,3.7767,0.24301,0.075719,0.041929,0.14482,0.11596,0.24505,0.10846,0.14802,0.11275,1.2357238338966203
1767.7,0.14071,134.68,3.8135,0.25882,0.07486,0.041413,0.14458,0.11532,0.24534,0.10757,0.14761,0.11277,1.2482780714558233
1773.2,0.1335,137.7,3.8884,0.27279,0.073365,0.040787,0.14429,0.11445,0.24573,0.10755,0.14705,0.11281,1.2588152731683635
