Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g39),Error (g238),Error (g185),Error (g138),Error (g223),Error (g243),Error (curve),Error (g164),Error (g50),Reduced Error
3116.0,0.10103,146.61,8.8522,0.11936,0.15713,0.069615,0.12631,0.59408,0.057111,0.56327,0.13892,0.11748,1.9432737072990962
2847.2,0.11778,140.6,9.4542,0.11954,0.15683,0.070565,0.12542,0.63288,0.055996,0.54017,0.14072,0.11683,1.958958536442322
2861.1,0.11716,140.84,9.3164,0.11964,0.15683,0.070413,0.12572,0.64871,0.05617,0.52667,0.14038,0.11631,1.9608476700093593
2839.2,0.1172,141.43,9.3973,0.11942,0.15695,0.070418,0.12558,0.62624,0.056078,0.55659,0.1406,0.11745,1.9693304801408114
2851.1,0.11741,141.84,9.7035,0.11927,0.15688,0.07076,0.1249,0.6183,0.055722,0.56804,0.14134,0.11823,1.9734352150777519
2848.7,0.11653,141.83,9.0867,0.11959,0.15702,0.070029,0.12635,0.66164,0.056502,0.52649,0.13978,0.11658,1.9739910802031764
2848.7,0.11653,141.83,9.0763,0.1196,0.15702,0.070016,0.12638,0.66282,0.056517,0.52581,0.13975,0.11655,1.974462067907179
2850.1,0.11653,141.21,9.3686,0.11947,0.15694,0.070415,0.12561,0.62899,0.056118,0.56281,0.14053,0.11721,1.9780786406490345
2827.9,0.11896,139.97,9.1773,0.11975,0.15684,0.070275,0.12612,0.66647,0.056346,0.52919,0.14001,0.11563,1.9806234507745588
2850.7,0.11854,140.99,9.134,0.11979,0.15682,0.070176,0.12624,0.67779,0.05641,0.52292,0.13988,0.11552,1.985548712261993
