iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,364.1468366994024,892.2630642159467,431.99510818077533,4.529330256689139,2.490277660301352,0.09605273430380312,2.5208521952252374
2,504.24442746969464,243.28313509578632,196.44641026466795,2.1709002311137877,0.7046226793410284,0.10644339322553634,0.7385046637236653
3,796.4428457194679,456.90342329640714,316.1057180084108,18.03333746741795,2.4937168915179844,0.17043045438203902,2.547966590054583
4,707.6458405144272,531.1452332902425,453.20519324422713,13.565757276303424,3.320422828913912,0.18975386760646615,3.3808233609146603
5,114.14197115215683,868.7168886576552,250.3692338371654,9.337362585916063,1.105037309117945,0.09501184728703166,1.1352805194139919
6,434.4036810613725,28.75100818531562,43.233758920177145,16.92896962726614,0.1263994160414423,0.09689909019209786,0.15724335441180184
7,185.59891607985782,321.6048092696617,102.3563604221488,6.845621018187122,0.09755224679145619,0.09303671602522759,0.12716675328036003
8,916.1935919400411,741.4379314002507,168.61449066328422,12.626695800269054,1.6185605490833828,0.09280948691266724,1.64810272629933
9,264.95,48.276,71.901,10.802,0.11161279925284164,0.0922175288489109,0.1409665503648889
10,312.57,74.735,75.012,11.771,0.022348543905962023,0.09273959435971063,0.05186847363133243
11,302.1,48.538,76.921,13.053,0.020194244431763753,0.09329215613934362,0.04989006003431865
12,311.79,88.251,74.716,12.302,0.016723843481583824,0.09287343356999617,0.04628637555074715
