Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
801.45,0.42784,150.36,8.1634,0.15904,0.11992,0.12667,0.057958,0.13738,0.11674,0.32275,0.069468,0.40873,1.518650196795275
796.39,0.4377,153.88,8.1529,0.15903,0.11977,0.12674,0.057996,0.13721,0.11738,0.46272,0.069218,0.31674,1.5668073175816775
785.36,0.45027,150.06,8.0644,0.15906,0.11989,0.12709,0.058127,0.13703,0.11674,0.42968,0.069299,0.36831,1.5852241371116347
750.93,0.48468,146.9,8.3501,0.15909,0.11976,0.12642,0.057788,0.1378,0.11775,0.40776,0.069382,0.40563,1.6013747067190662
745.67,0.48511,146.81,8.3459,0.15913,0.11972,0.12641,0.057793,0.13782,0.11801,0.41673,0.069388,0.39999,1.6049887855079796
749.47,0.48723,147.68,8.2325,0.15909,0.11975,0.12672,0.057945,0.13749,0.11769,0.44047,0.069309,0.37942,1.6078776194567885
758.54,0.47832,147.2,8.2514,0.15905,0.11983,0.12666,0.057906,0.13756,0.11725,0.40722,0.069389,0.4131,1.6079754615085806
744.49,0.48399,146.77,8.3477,0.15914,0.11971,0.12639,0.057789,0.13784,0.11809,0.42107,0.069401,0.4001,1.6095311593115178
803.93,0.44147,148.17,8.0364,0.15897,0.12006,0.12724,0.058151,0.13699,0.11577,0.38085,0.069388,0.44253,1.6099434906419867
757.16,0.48954,145.26,8.0839,0.15897,0.11998,0.12727,0.058119,0.13715,0.1163,0.39159,0.069374,0.43519,1.6139390989720224
