Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
644.47,4.6759,116.02,1.2729,0.03044,0.03044025798250185
644.47,4.6759,116.02,1.2729,0.03044,0.030440257982501884
644.47,4.6759,116.02,1.2729,0.03044,0.030440257982501894
644.47,4.6759,116.02,1.2729,0.03044,0.030440257982501905
644.47,4.6759,116.02,1.2729,0.03044,0.03044025798250192
644.47,4.6759,116.02,1.2729,0.03044,0.03044025798250192
644.47,4.6759,116.02,1.2729,0.03044,0.030440257982501932
644.47,4.6759,116.02,1.2729,0.03044,0.030440257982501932
644.47,4.6759,116.02,1.2729,0.03044,0.030440257982501946
644.47,4.6759,116.02,1.2729,0.03044,0.030440257982501946
