Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1159.1,0.32768,148.91,4.4578,0.015165,0.015164991154818175
1159.1,0.32768,148.91,4.4578,0.015165,0.015164991155679444
1159.1,0.32768,148.91,4.4578,0.015165,0.015164991198098597
1159.1,0.32768,148.91,4.4578,0.015165,0.01516499119861995
1159.1,0.32768,148.91,4.4578,0.015165,0.01516499119887361
1159.1,0.32768,148.91,4.4578,0.015165,0.015164991200850717
1159.1,0.32768,148.91,4.4578,0.015165,0.01516499120926729
1159.1,0.32768,148.91,4.4578,0.015165,0.01516499121213301
1159.1,0.32768,148.91,4.4578,0.015165,0.015164991212348005
1159.1,0.32768,148.91,4.4578,0.015165,0.01516499121243404
