Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1997.6,0.025268,114.39,9.2898,0.075307,0.080507,0.1523,0.74523,0.064073,0.059688,1.1771028485474841
1869.2,0.024369,109.73,8.9017,0.075203,0.080438,0.15202,0.75658,0.064385,0.059392,1.1880184897558392
1809.2,0.02423,110.35,8.9029,0.075071,0.080467,0.15165,0.76011,0.0645,0.05924,1.191037413452786
1767.6,0.024403,108.02,8.7966,0.074992,0.080431,0.15109,0.77155,0.064562,0.058983,1.201607638395871
1768.6,0.023261,107.77,8.668,0.074977,0.080516,0.15193,0.77743,0.064644,0.059257,1.2087548553085503
1761.9,0.023542,107.66,8.6698,0.07502,0.080464,0.15179,0.77769,0.06464,0.059199,1.2088037511682848
1805.9,0.023732,110.15,8.9294,0.074834,0.080633,0.1514,0.77897,0.064525,0.059175,1.2095341704353757
1755.2,0.023257,108.01,8.6656,0.074973,0.080507,0.15189,0.77898,0.064672,0.059236,1.2102584659586781
1750.2,0.023141,107.83,8.6676,0.074899,0.08055,0.15177,0.78089,0.064685,0.059195,1.2119935934094441
1766.8,0.023312,108.97,8.6663,0.075137,0.080431,0.15235,0.7872,0.064663,0.059399,1.2191858985309492
