Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
0.54282,794.19,177.27,259.01,651.82,902.5,8.1921,2.8323,0.14906,0.77825,0.052578,0.19446,0.23225,0.1226,0.10962,0.047347,0.049504,1.7356695729455438
17.054,693.03,0.34722,685.43,740.03,717.27,44.037,2.6777,0.13772,0.55205,0.053825,0.18073,0.22164,0.45652,0.092046,0.038549,0.041155,1.774225518956317
17.04,799.46,0.36994,688.18,743.46,679.53,43.856,2.7103,0.13746,0.63336,0.053469,0.17514,0.22018,0.40378,0.092302,0.037505,0.037966,1.791157019722683
17.915,688.85,0.39734,685.4,748.19,740.15,41.265,2.6793,0.13755,0.60136,0.054466,0.18344,0.22278,0.44119,0.093032,0.037925,0.042975,1.8147203942348915
16.976,688.78,0.37027,699.67,654.37,693.23,41.787,2.6092,0.13844,0.55183,0.053933,0.18275,0.22176,0.51703,0.091882,0.038628,0.041316,1.8375617376144628
17.038,688.85,0.36693,685.63,742.4,725.42,44.922,2.6571,0.13768,0.62929,0.054074,0.18097,0.22173,0.46737,0.092178,0.038459,0.04148,1.8632324589859568
16.989,688.59,0.38642,702.2,662.09,688.04,42.406,2.6795,0.13852,0.616,0.053939,0.18229,0.22165,0.48188,0.091852,0.038434,0.040985,1.8655612230556555
1.2128,689.67,161.7,717.78,654.51,746.47,2.3331,1.024,0.15582,0.88259,0.052004,0.22977,0.23929,0.13248,0.10961,0.052019,0.06807,1.9216506182105924
169.11,689.21,2.2231,685.53,746.32,708.09,43.852,2.6631,0.12786,1.0084,0.049725,0.15558,0.22116,0.20437,0.09828,0.044089,0.040857,1.9503078627514252
17.202,690.25,0.30315,672.23,654.79,823.05,44.151,2.9901,0.13692,0.85562,0.053946,0.1811,0.22265,0.32773,0.093182,0.038378,0.042198,1.951720623196932
